vector_field:0,vector_field:1,vector_field:2,vtkOriginalPointIds,Points:0,Points:1,Points:2
0,0,0,13842,152,131,30.0086
0,0,0,13843,152.245,132,30
0,0,0,13844,152,132,30.3124
0,0,0,13845,152.483,133,30
0,0,0,13846,152,133,30.6162
0,0,0,13847,152.72,134,30
0,0,0,13848,152,134,30.92
0,0,0,13849,152.958,135,30
0,0,0,13850,153,135.175,30
0,0,0,13851,153.196,136,30
0,0,0,13852,153,136,30.2505
0,0,0,13853,153.434,137,30
0,0,0,13854,153,137,30.5543
0,0,0,13855,153.672,138,30
0,0,0,13856,153,138,30.8581
0,0,0,13857,153.91,139,30
0,0,0,13858,154,139.379,30
0,0,0,13859,154.148,140,30
0,0,0,13860,154,140,30.1887
0,0,0,13861,154.386,141,30
0,0,0,13862,154,141,30.4924
0,0,0,13863,154.624,142,30
0,0,0,13864,154,142,30.7962
0,0,0,14249,146,109.041,31
0,0,0,14250,146.228,110,31
-0,-0,-0,14252,146.466,111,31
-0,-0,-0,14253,146,111,31.595
0,0,0,14254,146.704,112,31
0,0,0,14255,146,112,31.8987
-0,-0,-0,14256,146.942,113,31
0,0,0,14257,147,113.245,31
0,0,0,14258,147.18,114,31
0,0,0,14259,147,114,31.2293
0,0,0,14260,147.417,115,31
0,0,0,14261,147,115,31.5331
0.134644,0.0780812,0.174846,14262,147.655,116,31
0,0,0,14263,147,116,31.8369
0.254949,0.174487,0.378101,14264,147.893,117,31
0.312187,0.193478,0.432568,14265,148,117.449,31
0.452086,0.214093,0.489712,14266,148.131,118,31
0.394002,0.211613,0.473068,14267,148,118,31.1674
0.527694,0.227828,0.502636,14268,148.369,119,31
0.58265,0.224266,0.483376,14269,148,119,31.4712
0.546727,0.217548,0.495018,14270,148.607,120,31
0.583837,0.213863,0.485691,14271,148,120,31.775
0.542103,0.210126,0.496466,14272,148.845,121,31
0.537838,0.207228,0.508793,14273,149,121.652,31
0.537703,0.206922,0.513905,14274,149.083,122,31
0.546644,0.208166,0.516383,14275,149,122,31.1056
0.558485,0.222654,0.524554,14276,149.321,123,31
0.599444,0.221617,0.53243,14277,149,123,31.4094
0.534636,0.227698,0.514971,14278,149.558,124,31
0.592297,0.211332,0.509919,14279,149,124,31.7131
0.487748,0.221213,0.514044,14280,149.796,125,31
0.463243,0.221519,0.493136,14281,150,125.856,31
0.460201,0.220807,0.489526,14282,150.034,126,31
0.4619,0.220049,0.490299,14283,150,126,31.0437
0.420132,0.212211,0.479636,14284,150.272,127,31
0.426592,0.208521,0.47372,14285,150,127,31.3475
0.377618,0.203438,0.443994,14286,150.51,128,31
0.375296,0.199057,0.369385,14287,150,128,31.6513
0.224742,0.151011,0.232603,14288,150.748,129,31
0,0,0,14289,150,129,31.9551
0,0,0,14290,150.986,130,31
0,0,0,14291,151,130.06,31
0,0,0,14292,151.224,131,31
